0,1,2
pingu,friend,didn't
friend,didn't,won
didn't,won,<\s>
<s>,he,won
he,won,on
won,on,his
on,his,own
his,own,<\s>
<s>,what,he
what,he,was
he,was,laughing
was,laughing,about
laughing,about,mum
about,mum,<\s>
<s>,down,<\s>
<s>,he,got
he,got,cross
got,cross,<\s>
<s>,i,have
i,have,got
have,got,to
got,to,read
to,read,instructions
read,instructions,<\s>
<s>,again,<\s>
<s>,it,was
it,was,dead
was,dead,<\s>
<s>,it,died
it,died,<\s>
<s>,mummy,forgot
mummy,forgot,to
forgot,to,put
to,put,some
put,some,water
some,water,in
water,in,it
in,it,<\s>
<s>,that's,the
that's,the,duck
the,duck,<\s>
<s>,got,cramp
got,cramp,on
cramp,on,your
on,your,<\s>
<s>,cramp,on
cramp,on,your
on,your,foot
your,foot,<\s>
<s>,cramp,on
cramp,on,cramp
on,cramp,on
cramp,on,mummy's
on,mummy's,toe
mummy's,toe,<\s>
<s>,i,have
i,have,got
have,got,to
got,to,read
to,read,the
read,the,instructions
the,instructions,<\s>
<s>,there,it
there,it,is
it,is,<\s>
<s>,next,to
next,to,the
to,the,dolly
the,dolly,<\s>
<s>,it's,where's
it's,where's,my
where's,my,kite
my,kite,<\s>
<s>,he,will
he,will,let
will,let,me
let,me,have
me,have,his
have,his,kite
his,kite,<\s>
<s>,that's,that's
that's,that's,the
that's,the,top
the,top,<\s>
<s>,i,have
i,have,got
have,got,to
got,to,read
to,read,the
read,the,instructions
the,instructions,<\s>
<s>,there's,the
there's,the,lion
the,lion,<\s>
<s>,what,he
what,he,<\s>
<s>,grr,<\s>
<s>,xxx,<\s>
<s>,what,what
what,what,they
what,they,looking
they,looking,at
looking,at,him
at,him,for
him,for,<\s>
<s>,the,king
the,king,<\s>
<s>,the,mouse
the,mouse,<\s>
<s>,we,found
we,found,a
found,a,dead
a,dead,mouse
dead,mouse,<\s>
<s>,he,was
he,was,walking
was,walking,about
walking,about,<\s>
<s>,he,was
he,was,dead
was,dead,on
dead,on,the
on,the,floor
the,floor,<\s>
<s>,i,i
i,i,i
i,i,i
i,i,got
i,got,him
got,him,out
him,out,with
out,with,my
with,my,spade
my,spade,<\s>
<s>,yes,<\s>
<s>,where,he
where,he,came
he,came,from
came,from,<\s>
<s>,he,came
he,came,out
came,out,his
out,his,mole
his,mole,hole
mole,hole,<\s>
<s>,on,his
on,his,own
his,own,<\s>
<s>,he,went
he,went,to
went,to,see
to,see,a
see,a,mole
a,mole,<\s>
<s>,yes,<\s>
<s>,i,have
i,have,got
have,got,read
got,read,the
read,the,instructions
the,instructions,<\s>
<s>,yeah,<\s>
<s>,keep,looking
keep,looking,<\s>
<s>,there,he
there,he,is
he,is,<\s>
<s>,there,he
there,he,is
he,is,<\s>
<s>,there,he
there,he,is
he,is,<\s>
<s>,there,he
there,he,is
he,is,<\s>
<s>,the,right
the,right,way
right,way,up
way,up,<\s>
<s>,his,knee
his,knee,<\s>
<s>,i,have
i,have,got
have,got,to
got,to,read
to,read,instructions
read,instructions,<\s>
<s>,there,it
there,it,is
it,is,there
is,there,<\s>
<s>,they,haven't
they,haven't,<\s>
<s>,they,haven't
they,haven't,anna
haven't,anna,<\s>
<s>,there,it
there,it,is
it,is,<\s>
<s>,yes,i
yes,i,did
i,did,<\s>
<s>,yeah,<\s>
<s>,i,did
i,did,<\s>
<s>,what's,it
what's,it,standing
it,standing,on
standing,on,<\s>
<s>,that,juicy
that,juicy,<\s>
<s>,they,have
they,have,pips
have,pips,in
pips,in,them
in,them,<\s>
<s>,they,have
they,have,pips
have,pips,in
pips,in,and
in,and,i
and,i,eat
i,eat,them
eat,them,<\s>
<s>,one,pip
one,pip,in
pip,in,a
in,a,orange
a,orange,<\s>
<s>,that's,all
that's,all,anna
all,anna,<\s>
<s>,yeah,<\s>
<s>,i,can't
i,can't,<\s>
<s>,i,go
i,go,snatch
go,snatch,<\s>
<s>,we,say
we,say,thank_you
say,thank_you,<\s>
<s>,you,can't
you,can't,have
can't,have,it
have,it,<\s>
<s>,i,am
i,am,going
am,going,to
going,to,have
to,have,it
have,it,<\s>
<s>,i,got
i,got,<\s>
<s>,daddy,won't
daddy,won't,willn't
won't,willn't,i
willn't,i,won't
i,won't,willn't
won't,willn't,let
willn't,let,daddy
let,daddy,have
daddy,have,it
have,it,<\s>
<s>,i,won't
i,won't,willn't
won't,willn't,let
willn't,let,he
let,he,have
he,have,it
have,it,<\s>
<s>,i,won't
i,won't,willn't
won't,willn't,<\s>
<s>,i,go
i,go,eat
go,eat,it
eat,it,all
it,all,up
all,up,<\s>
<s>,yeah,<\s>
<s>,i,go
i,go,scoff
go,scoff,it
scoff,it,all
it,all,up
all,up,<\s>
<s>,oh,<\s>
<s>,i,have
i,have,got
have,got,got
got,got,to
got,to,read
to,read,the
read,the,instructions
the,instructions,<\s>
<s>,xxx,<\s>
<s>,what's,what's
what's,what's,she
what's,she,got
she,got,in
got,in,her
in,her,hand
her,hand,<\s>
<s>,what,got
what,got,in
got,in,hand
in,hand,<\s>
<s>,what's,it
what's,it,got
it,got,on
got,on,top
on,top,<\s>
<s>,what's,it
what's,it,what's
it,what's,it
what's,it,for
it,for,<\s>
<s>,that's,the
that's,the,kite
the,kite,<\s>
<s>,the,proper
the,proper,way
proper,way,up
way,up,<\s>
<s>,xxx,<\s>
<s>,let,go
let,go,<\s>
<s>,yeah,<\s>
<s>,there,<\s>
<s>,i,do
i,do,<\s>
<s>,he's,tired
he's,tired,<\s>
<s>,he's,tired
he's,tired,<\s>
<s>,he,wants
he,wants,to
wants,to,go
to,go,to
go,to,bed
to,bed,<\s>
<s>,nobody,will
nobody,will,give
will,give,him
give,him,a
him,a,carrot
a,carrot,<\s>
<s>,oh,i
oh,i,wanna
i,wanna,stroke
wanna,stroke,him
stroke,him,<\s>
<s>,there,little
there,little,holes
little,holes,what
holes,what,they
what,they,live
they,live,in
live,in,<\s>
<s>,what,they
what,they,eat
they,eat,<\s>
<s>,what,they
what,they,drink
they,drink,<\s>
<s>,yes,i
yes,i,did
i,did,<\s>
<s>,yes,<\s>
<s>,no,<\s>
<s>,i'm,not
i'm,not,<\s>
<s>,i,like
i,like,<\s>
<s>,it,was
it,was,a
was,a,big
a,big,one
big,one,<\s>
<s>,don't,fit
don't,fit,<\s>
<s>,i,wanna
i,wanna,read
wanna,read,the
read,the,instructions
the,instructions,<\s>
<s>,what's,that
what's,that,lady's
that,lady's,name
lady's,name,called
name,called,<\s>
<s>,what,she
what,she,gave
she,gave,it
gave,it,for
it,for,<\s>
<s>,what,she
what,she,gave
she,gave,it
gave,it,for
it,for,<\s>
<s>,what,she
what,she,gave
she,gave,it
gave,it,for
it,for,<\s>
<s>,he,he
he,he,my
he,my,teddy
my,teddy,<\s>
<s>,he's,my
he's,my,teddy
my,teddy,<\s>
<s>,i,want
i,want,it
want,it,<\s>
<s>,i,don't
i,don't,know
don't,know,<\s>
<s>,it's,blue
it's,blue,<\s>
<s>,i,won't
i,won't,willn't
won't,willn't,let
willn't,let,you
let,you,have
you,have,him
have,him,<\s>
<s>,yeah,<\s>
<s>,got,a
got,a,hat
a,hat,on
hat,on,<\s>
<s>,what's,he
what's,he,got
he,got,a
got,a,hat
a,hat,on
hat,on,for
on,for,<\s>
<s>,that,is
that,is,that
is,that,is
that,is,hot
is,hot,<\s>
<s>,he's,big
he's,big,<\s>
<s>,yeah,<\s>
<s>,i,wanna
i,wanna,put
wanna,put,it
put,it,in
it,in,there
in,there,on
there,on,my
on,my,own
my,own,<\s>
<s>,i,want
i,want,<\s>
<s>,this,upside
this,upside,down
upside,down,anna
down,anna,<\s>
<s>,it,won't
it,won't,willn't
won't,willn't,it
willn't,it,won't
it,won't,willn't
won't,willn't,go
willn't,go,that
go,that,way
that,way,<\s>
<s>,you,hug
you,hug,me
hug,me,<\s>
<s>,where's,the
where's,the,top
the,top,<\s>
<s>,xxx,<\s>
<s>,it's,not
it's,not,under
not,under,here
under,here,<\s>
<s>,you,want
you,want,this
want,this,one
this,one,<\s>
<s>,i,wanna
i,wanna,read
wanna,read,the
read,the,instructions
the,instructions,<\s>
<s>,xxx,<\s>
<s>,there's,my
there's,my,crane
my,crane,<\s>
<s>,i,want
i,want,it
want,it,to
it,to,go
to,go,on
go,on,on
on,on,the
on,the,roof
the,roof,<\s>
<s>,on,the
on,the,roof
the,roof,<\s>
<s>,on,the
on,the,top
the,top,of
top,of,the
of,the,roof
the,roof,<\s>
<s>,no,<\s>
<s>,i,do
i,do,find
do,find,a
find,a,roof
a,roof,there
roof,there,<\s>
<s>,xxx,there
xxx,there,<\s>
<s>,missed,<\s>
<s>,miss,<\s>
<s>,that's,on
that's,on,top
on,top,<\s>
<s>,i,got
i,got,the
got,the,ball
the,ball,out
ball,out,<\s>
<s>,it,was
it,was,it
was,it,was
it,was,it
was,it,was
it,was,<\s>
<s>,but,it
but,it,stuck
it,stuck,again
stuck,again,<\s>
<s>,it,won't
it,won't,willn't
won't,willn't,go
willn't,go,in
go,in,<\s>
<s>,yes,there
yes,there,<\s>
<s>,he,in
he,in,the
in,the,way
the,way,<\s>
<s>,he's,stuck
he's,stuck,<\s>
<s>,he,can't
he,can't,get
can't,get,out
get,out,<\s>
<s>,there's,dolly
there's,dolly,<\s>
<s>,who,did
who,did,it
did,it,<\s>
<s>,who,dress
who,dress,that
dress,that,dolly
that,dolly,<\s>
<s>,who,dress
who,dress,that
dress,that,doll
that,doll,<\s>
<s>,who,dressed
who,dressed,it
dressed,it,<\s>
<s>,who,dressed
who,dressed,it
dressed,it,<\s>
<s>,there's,a
there's,a,shark
a,shark,<\s>
<s>,there's,a
there's,a,giraffe
a,giraffe,<\s>
<s>,elephant,<\s>
<s>,i,don't
i,don't,know
don't,know,<\s>
<s>,a,goat
a,goat,<\s>
<s>,it's,a
it's,a,white
a,white,goat
white,goat,<\s>
<s>,a,cow
a,cow,<\s>
<s>,yes,<\s>
<s>,it's,horse
it's,horse,<\s>
<s>,neigh,<\s>
<s>,there's,a
there's,a,cow
a,cow,<\s>
<s>,i,wanna
i,wanna,build
wanna,build,a
build,a,den
a,den,for
den,for,them
for,them,<\s>
<s>,yes,<\s>
<s>,that's,that's
that's,that's,henny_penny
that's,henny_penny,<\s>
<s>,what's,that
what's,that,mummie
that,mummie,cow
mummie,cow,eating
cow,eating,<\s>
<s>,the,dog
the,dog,i
dog,i,chase
i,chase,<\s>
<s>,that's,that's
that's,that's,that's
that's,that's,that's
that's,that's,the
that's,the,one
the,one,i
one,i,chase
i,chase,<\s>
<s>,er,dan
er,dan,<\s>
<s>,it's,dan
it's,dan,<\s>
<s>,that's,the
that's,the,one
the,one,i
one,i,chase
i,chase,<\s>
<s>,i,chased
i,chased,<\s>
<s>,yeah,<\s>
<s>,it,may
it,may,be
may,be,<\s>
<s>,it's,xxx
it's,xxx,eat
xxx,eat,xxx
eat,xxx,up
xxx,up,<\s>
<s>,i,wanna
i,wanna,make
wanna,make,a
make,a,den
a,den,for
den,for,them
for,them,<\s>
<s>,i,wanna
i,wanna,xxx
wanna,xxx,for
xxx,for,the
for,the,hen
the,hen,<\s>
<s>,go,turn
go,turn,it
turn,it,<\s>
<s>,got,to
got,to,turn
to,turn,it
turn,it,<\s>
<s>,got,to
got,to,turn
to,turn,it
turn,it,<\s>
<s>,samantha,<\s>
<s>,yes,<\s>
<s>,fred,<\s>
<s>,what's,what's
what's,what's,he
what's,he,what's
he,what's,what's
what's,what's,he
what's,he,what
he,what,he
what,he,eat
he,eat,<\s>
<s>,i,like
i,like,i
like,i,like
i,like,one
like,one,<\s>
<s>,i,want
i,want,one
want,one,those
one,those,<\s>
<s>,keep,them
keep,them,nice
them,nice,and
nice,and,warm
and,warm,<\s>
<s>,want,one
want,one,those
one,those,<\s>
<s>,that,will
that,will,keep
will,keep,nice
keep,nice,and
nice,and,warm
and,warm,<\s>
<s>,yeah,<\s>
<s>,yes,<\s>
<s>,i,can
i,can,<\s>
<s>,that,yes
that,yes,<\s>
<s>,that,is
that,is,<\s>
<s>,that's,the
that's,the,door
the,door,<\s>
<s>,that's,i
that's,i,go
i,go,build
go,build,<\s>
<s>,that's,the
that's,the,top
the,top,of
top,of,the
of,the,door
the,door,<\s>
<s>,yeah,<\s>
<s>,look,<\s>
<s>,that,xxx
that,xxx,a
xxx,a,xxx
a,xxx,in
xxx,in,<\s>
<s>,yes,<\s>
<s>,the,pig
the,pig,can
pig,can,get
can,get,through
get,through,this
through,this,hole
this,hole,here
hole,here,<\s>
<s>,yes,<\s>
<s>,he,can't
he,can't,<\s>
<s>,that,cow's
that,cow's,in
cow's,in,the
in,the,way
the,way,<\s>
<s>,this,one's
this,one's,stand
one's,stand,up
stand,up,<\s>
<s>,yeah,<\s>
<s>,yeah,<\s>
<s>,this,horsie's
this,horsie's,not
horsie's,not,<\s>
<s>,can't,put
can't,put,horsie
put,horsie,in
horsie,in,<\s>
<s>,in,next
in,next,to
next,to,the
to,the,pigs
the,pigs,<\s>
<s>,cows,at
cows,at,that
at,that,end
that,end,<\s>
<s>,what's,all
what's,all,these
all,these,<\s>
<s>,no,<\s>
<s>,it's,go
it's,go,eat
go,eat,dolly's
eat,dolly's,leg
dolly's,leg,up
leg,up,<\s>
<s>,mm,<\s>
<s>,eat,your
eat,your,eyes
your,eyes,<\s>
<s>,dolly,eyes
dolly,eyes,<\s>
<s>,dolly,your
dolly,your,eyes
your,eyes,<\s>
<s>,dolly,<\s>
<s>,xxx,eyes
xxx,eyes,<\s>
<s>,i,want
i,want,dolly
want,dolly,to
dolly,to,open
to,open,eyes
open,eyes,<\s>
<s>,let,go
let,go,<\s>
<s>,let,go
let,go,<\s>
<s>,go,<\s>
<s>,i,want
i,want,her
want,her,to
her,to,close
to,close,eyes
close,eyes,<\s>
<s>,there,<\s>
<s>,i,want
i,want,open
want,open,eyes
open,eyes,<\s>
<s>,mm,<\s>
<s>,bite,eyes
bite,eyes,<\s>
<s>,it's,mm
it's,mm,<\s>
<s>,bite,<\s>
<s>,bite,<\s>
<s>,bite,<\s>
<s>,bite,<\s>
<s>,bite,<\s>
<s>,bite,<\s>
<s>,they,in
they,in,the
in,the,loft
the,loft,<\s>
<s>,daddy's,go
daddy's,go,get
go,get,them
get,them,down
them,down,<\s>
<s>,yeah,<\s>
<s>,you,can't
you,can't,get
can't,get,them
get,them,down
them,down,<\s>
<s>,this,is
this,is,the
is,the,door
the,door,<\s>
<s>,don't,go
don't,go,in
go,in,there
in,there,<\s>
<s>,woofwoof,<\s>
<s>,he's,knock
he's,knock,them
knock,them,all
them,all,down
all,down,<\s>
<s>,there's,the
there's,the,dog
the,dog,<\s>
<s>,there's,the
there's,the,dog
the,dog,<\s>
<s>,yes,<\s>
<s>,no,<\s>
<s>,they,aren't
they,aren't,<\s>
<s>,wanna,put
wanna,put,the
put,the,giraffe
the,giraffe,in
giraffe,in,too
in,too,<\s>
<s>,he,can't
he,can't,he
can't,he,can't
he,can't,see
can't,see,<\s>
<s>,anna,<\s>
<s>,those,can't
those,can't,go
can't,go,in
go,in,<\s>
<s>,i,put
i,put,<\s>
<s>,yes,<\s>
<s>,yes,<\s>
<s>,yes,<\s>
<s>,i,want
i,want,the
want,the,train
the,train,to
train,to,take
to,take,them
take,them,to
them,to,market
to,market,<\s>
<s>,the,monkey
the,monkey,<\s>
<s>,the,monkey
the,monkey,<\s>
<s>,the,monkey
the,monkey,<\s>
<s>,where's,the
where's,the,monkey
the,monkey,<\s>
<s>,there's,the
there's,the,monkey
the,monkey,<\s>
<s>,here,it
here,it,is
it,is,<\s>
<s>,here's,the
here's,the,market
the,market,<\s>
<s>,here's,the
here's,the,market
the,market,<\s>
<s>,here's,the
here's,the,market
the,market,<\s>
<s>,here's,the
here's,the,market
the,market,<\s>
<s>,xxx,<\s>
<s>,xxx,<\s>
<s>,throw,the
throw,the,beans
the,beans,<\s>
<s>,throw,<\s>
<s>,the,beans
the,beans,<\s>
<s>,that,one
that,one,got
one,got,no
got,no,string
no,string,on
string,on,<\s>
<s>,no,string
no,string,on
string,on,<\s>
<s>,he's,broke
he's,broke,he's
broke,he's,fallen
he's,fallen,off
fallen,off,<\s>
<s>,xxx,<\s>
<s>,no,<\s>
<s>,i,am
i,am,not
am,not,<\s>
<s>,i,am
i,am,pouring
am,pouring,<\s>
<s>,i,try
i,try,to
try,to,dump
to,dump,it
dump,it,out
it,out,<\s>
<s>,i,go
i,go,dump
go,dump,it
dump,it,out
it,out,<\s>
<s>,go,dump
go,dump,it
dump,it,out
it,out,<\s>
<s>,sorry,<\s>
<s>,i,wanna
i,wanna,dump
wanna,dump,it
dump,it,out
it,out,<\s>
<s>,you,be
you,be,the
be,the,shop
the,shop,<\s>
<s>,you,be
you,be,the
be,the,shop
the,shop,<\s>
<s>,yes,<\s>
<s>,they,don't
they,don't,wear
don't,wear,hat
wear,hat,<\s>
<s>,no,<\s>
<s>,how,much
how,much,have
much,have,i
have,i,spent
i,spent,<\s>
<s>,that's,bleep
that's,bleep,<\s>
<s>,and,how
and,how,much
how,much,these
much,these,apples
these,apples,<\s>
<s>,put,it
put,it,on
it,on,the
on,the,table
the,table,<\s>
<s>,yeah,<\s>
<s>,i,can't
i,can't,get
can't,get,i
get,i,can't
i,can't,get
can't,get,up
get,up,<\s>
<s>,i,can't
i,can't,get
can't,get,up
get,up,<\s>
<s>,i,can't
i,can't,<\s>
<s>,i,am
i,am,stuck
am,stuck,<\s>
<s>,give,me
give,me,a
me,a,hand
a,hand,<\s>
<s>,please,<\s>
<s>,i,am
i,am,a
am,a,horsie
a,horsie,<\s>
<s>,yeah,<\s>
<s>,i,can't
i,can't,tell
can't,tell,you
tell,you,at
you,at,the
at,the,moment
the,moment,<\s>
<s>,i,am
i,am,busy
am,busy,<\s>
<s>,no,<\s>
<s>,to,eat
to,eat,some
eat,some,grass
some,grass,<\s>
<s>,to,eat
to,eat,some
eat,some,grass
some,grass,<\s>
<s>,it,can't
it,can't,eat
can't,eat,all
eat,all,my
all,my,grass
my,grass,up
grass,up,<\s>
<s>,i,<\s>
<s>,i,won't
i,won't,willn't
won't,willn't,let
willn't,let,<\s>
<s>,i,xxx
i,xxx,<\s>
<s>,where's,his
where's,his,car
his,car,<\s>
<s>,yes,i
yes,i,am
i,am,<\s>
<s>,brumm,<\s>
<s>,it,didn't
it,didn't,have
didn't,have,a
have,a,door
a,door,<\s>
<s>,his,feet
his,feet,have
feet,have,got
have,got,be
got,be,like
be,like,that
like,that,<\s>
<s>,yes,<\s>
<s>,xxx,up
xxx,up,there
up,there,<\s>
<s>,hop,hop
hop,hop,hop
hop,hop,hop
hop,hop,<\s>
<s>,hello,mister_horse
hello,mister_horse,<\s>
<s>,hello,mister_bull
hello,mister_bull,<\s>
<s>,hello,mister_pig
hello,mister_pig,<\s>
<s>,hello,dan_dog
hello,dan_dog,<\s>
<s>,hello,mister
hello,mister,other
mister,other,pig
other,pig,<\s>
<s>,hello,mister_goat
hello,mister_goat,<\s>
<s>,it's,time
it's,time,to
time,to,go
to,go,home
go,home,<\s>
<s>,he,haven't
he,haven't,<\s>
<s>,hello,cow
hello,cow,<\s>
<s>,it's,time
it's,time,to
time,to,go
to,go,home
go,home,<\s>
<s>,yes,<\s>
<s>,yes,<\s>
<s>,yes,<\s>
<s>,yes,<\s>
<s>,yes,<\s>
<s>,no,<\s>
<s>,his,head's
his,head's,turning
head's,turning,round
turning,round,<\s>
<s>,go,to
go,to,crash
to,crash,<\s>
<s>,he's,he's
he's,he's,got
he's,got,a
got,a,hole
a,hole,through
hole,through,there
through,there,<\s>
<s>,yeah,<\s>
<s>,i,go
i,go,get
go,get,him
get,him,<\s>
<s>,i,go
i,go,get
go,get,panda
get,panda,up
panda,up,<\s>
<s>,i,can
i,can,<\s>
<s>,i,drop
i,drop,him
drop,him,in
him,in,the
in,the,hay
the,hay,<\s>
<s>,he's,hay
he's,hay,<\s>
<s>,he's,got
he's,got,hay
got,hay,on
hay,on,<\s>
<s>,let's,pretend
let's,pretend,that's
pretend,that's,a
that's,a,neenaw
a,neenaw,<\s>
<s>,yes,<\s>
<s>,i,want
i,want,he
want,he,i
he,i,want
i,want,he
want,he,to
he,to,i
to,i,want
i,want,he
want,he,to
he,to,be
to,be,up
be,up,a
up,a,tree
a,tree,<\s>
<s>,yeah,<\s>
<s>,hop,hop
hop,hop,hop
hop,hop,<\s>
<s>,he's,fallen
he's,fallen,off
fallen,off,<\s>
<s>,yes,<\s>
<s>,yeah,<\s>
<s>,it,beep_beep
it,beep_beep,<\s>
<s>,i,want
i,want,i
want,i,want
i,want,anna
want,anna,to
anna,to,have
to,have,go
have,go,<\s>
<s>,it,beeps
it,beeps,<\s>
<s>,you,have
you,have,got
have,got,to
got,to,find
to,find,the
find,the,right
the,right,bit
right,bit,<\s>
<s>,you,have
you,have,got
have,got,to
got,to,find
to,find,the
find,the,right
the,right,bit
right,bit,<\s>
<s>,that's,the
that's,the,right
the,right,bit
right,bit,<\s>
<s>,no,<\s>
<s>,it's,not
it's,not,that
not,that,neenaw
that,neenaw,<\s>
<s>,it's,it's
it's,it's,<\s>
<s>,i,go
i,go,win
go,win,him
win,him,<\s>
<s>,i,win
i,win,this
win,this,one
this,one,<\s>
<s>,neenaw,<\s>
<s>,crash,<\s>
<s>,it's,broken
it's,broken,to
broken,to,bits
to,bits,<\s>
<s>,yeah,<\s>
<s>,it's,all
it's,all,to
all,to,pieces
to,pieces,<\s>
<s>,yeah,<\s>
<s>,yes,<\s>
<s>,they,do
they,do,<\s>
<s>,that,one
that,one,won't
one,won't,willn't
won't,willn't,fit
willn't,fit,<\s>
<s>,what,that
what,that,one
that,one,xxx
one,xxx,<\s>
<s>,put,this
put,this,one
this,one,on
one,on,<\s>
<s>,i,want
i,want,his
want,his,head
his,head,to
head,to,go
to,go,down
go,down,<\s>
<s>,xxx,<\s>
<s>,yes,<\s>
<s>,yeah,<\s>
<s>,pingu,likes
pingu,likes,fish
likes,fish,<\s>
<s>,that's,not
that's,not,his
not,his,friend
his,friend,<\s>
<s>,that's,not
that's,not,that's
not,that's,a
that's,a,pond
a,pond,that
pond,that,is
that,is,<\s>
<s>,yeah,<\s>
<s>,horsies,<\s>
<s>,bricks,<\s>
<s>,yes,<\s>
<s>,yes,<\s>
<s>,i,want
i,want,something
want,something,turn
something,turn,into
turn,into,slide
into,slide,<\s>
<s>,turn,something
turn,something,into
something,into,slide
into,slide,<\s>
<s>,down,into
down,into,the
into,the,water
the,water,<\s>
<s>,yeah,<\s>
<s>,that's,too
that's,too,tall
too,tall,<\s>
<s>,pingu's,go
pingu's,go,fall
go,fall,too
fall,too,<\s>
<s>,and,there
and,there,goes
there,goes,<\s>
<s>,no,<\s>
<s>,yeah,<\s>
<s>,yeah,<\s>
<s>,yeah,<\s>
<s>,there,goes
there,goes,there
goes,there,goes
there,goes,the
goes,the,tiger
the,tiger,<\s>
<s>,this,go
this,go,xxx
go,xxx,in
xxx,in,<\s>
<s>,no,<\s>
<s>,i,aren't
i,aren't,<\s>
<s>,i,am
i,am,not
am,not,<\s>
<s>,crushed,it
crushed,it,<\s>
<s>,a,horse
a,horse,<\s>
<s>,no,<\s>
<s>,i,don't
i,don't,<\s>
<s>,it,don't
it,don't,sticks
don't,sticks,very
sticks,very,well
very,well,<\s>
<s>,it,don't
it,don't,sticks
don't,sticks,very
sticks,very,well
very,well,<\s>
<s>,it,didn't
it,didn't,work
didn't,work,anna
work,anna,<\s>
<s>,we,can't
we,can't,work
can't,work,it
work,it,<\s>
<s>,he,came
he,came,last
came,last,night
last,night,<\s>
<s>,yeah,<\s>
<s>,i,came
i,came,downstairs
came,downstairs,and
downstairs,and,had
and,had,see
had,see,what
see,what,was
what,was,going
was,going,on
going,on,<\s>
<s>,xxx,<\s>
<s>,i,xxx
i,xxx,<\s>
<s>,it,don't
it,don't,work
don't,work,<\s>
<s>,i,can't
i,can't,work
can't,work,it
work,it,<\s>
<s>,we,hafta
we,hafta,go
hafta,go,upstairs
go,upstairs,<\s>
<s>,xxx,<\s>
<s>,we,can't
we,can't,<\s>
<s>,that,one
that,one,didn't
one,didn't,work
didn't,work,<\s>
<s>,i,have
i,have,stuck
have,stuck,on
stuck,on,i
on,i,think
i,think,<\s>
<s>,i,think
i,think,i
think,i,<\s>
<s>,i,put
i,put,postman_pat
put,postman_pat,on
postman_pat,on,<\s>
<s>,i,can't
i,can't,<\s>
<s>,here's,the
here's,the,counter
the,counter,<\s>
<s>,there,<\s>
<s>,that,<\s>
<s>,i,don't
i,don't,think
don't,think,so
think,so,<\s>
<s>,no,<\s>
<s>,they,have
they,have,gone
have,gone,<\s>
<s>,anna,<\s>
<s>,anna,<\s>
<s>,anna,<\s>
<s>,got,naughty
got,naughty,frog
naughty,frog,<\s>
<s>,you,you
you,you,got
you,got,naughty
got,naughty,teddy
naughty,teddy,<\s>
<s>,who,have
who,have,you
have,you,got
you,got,<\s>
<s>,there,<\s>
<s>,why,<\s>
<s>,yeah,<\s>
<s>,i,will
i,will,<\s>
<s>,i,will
i,will,<\s>
<s>,where,are
where,are,they
are,they,<\s>
<s>,where,are
where,are,they
are,they,<\s>
<s>,where,are
where,are,they
are,they,<\s>
<s>,he's,done
he's,done,two
done,two,<\s>
<s>,he's,done
he's,done,two
done,two,anna
two,anna,<\s>
<s>,oh,<\s>
<s>,he,walked
he,walked,on
walked,on,my
on,my,head
my,head,<\s>
<s>,anna,<\s>
<s>,why,you
why,you,reading
you,reading,a
reading,a,book
a,book,<\s>
<s>,why,<\s>
<s>,quackquack,<\s>
<s>,i,can't
i,can't,<\s>
<s>,no,<\s>
<s>,where,is
where,is,he
is,he,<\s>
<s>,he,he
he,he,xxx
he,xxx,<\s>
<s>,there's,his
there's,his,van
his,van,<\s>
<s>,xxx,<\s>
<s>,oh,dear
oh,dear,<\s>
<s>,we,haven't
we,haven't,<\s>
<s>,who's,that
who's,that,<\s>
<s>,you,tell
you,tell,me
tell,me,<\s>
<s>,you,tell
you,tell,me
tell,me,<\s>
<s>,there,one
there,one,thompson_twins
one,thompson_twins,<\s>
<s>,i,know
i,know,him
know,him,<\s>
<s>,that's,<\s>
<s>,yeah,<\s>
<s>,it,didn't
it,didn't,it
didn't,it,didn't
it,didn't,work
didn't,work,there
work,there,anna
there,anna,<\s>
<s>,we,can't
we,can't,work
can't,work,it
work,it,there
it,there,<\s>
<s>,why,<\s>
<s>,no,<\s>
<s>,why,<\s>
<s>,track,<\s>
<s>,just,the
just,the,floor
the,floor,<\s>
<s>,i,got
i,got,a
got,a,piece
a,piece,<\s>
<s>,got,a
got,a,piece
a,piece,<\s>
<s>,xxx,<\s>
<s>,wanna,put
wanna,put,some
put,some,<\s>
<s>,think,i
think,i,done
i,done,it
done,it,the
it,the,wrong
the,wrong,way
wrong,way,<\s>
<s>,we,have
we,have,mix
have,mix,up
mix,up,all
up,all,these
all,these,pieces
these,pieces,<\s>
<s>,we,have
we,have,got
have,got,all
got,all,it
all,it,on
it,on,<\s>
<s>,want,a
want,a,circle
a,circle,<\s>
<s>,no,<\s>
<s>,i,don't
i,don't,<\s>
<s>,want,on
want,on,that
on,that,bit
that,bit,<\s>
<s>,i,got
i,got,this
got,this,bit
this,bit,<\s>
<s>,i,didn't
i,didn't,give
didn't,give,mummy
give,mummy,xxx
mummy,xxx,<\s>
<s>,up,to
up,to,there
to,there,<\s>
<s>,it's,got
it's,got,to
got,to,have
to,have,the
have,the,carriage
the,carriage,on
carriage,on,<\s>
<s>,it,can't
it,can't,go
can't,go,round
go,round,there
round,there,<\s>
<s>,xxx,<\s>
<s>,yeah,<\s>
<s>,it,can't
it,can't,go
can't,go,there
go,there,<\s>
<s>,er,bricks
er,bricks,<\s>
<s>,i,xxx
i,xxx,bricks
xxx,bricks,<\s>
